,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Exterior 1st,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Kitchen AbvGr,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Screen Porch,Misc Val,Yr Sold,SalePrice,is_remodeled,bsmt_cond_dmy,fireplace_qu_dmy,garage_cond_dmy,is_new,is_SBrkr,has_stone_mas_vnr,lot_is_regular,has_slope
2327,120,RL,48.0,6373,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,Hip,MetalSd,572.0,Ex,TA,PConc,No,GLQ,Unf,1666.0,Ex,Y,1666,1,Gd,Typ,Gd,Attchd,575.0,Y,228,75,0,0,0,2006,12.644617856906528,1,0,0,1,1,1,0,1,0
2594,30,RL,50.0,11672,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,5,Gable,MetalSd,0.0,TA,TA,BrkTil,No,Unf,Unf,816.0,TA,Y,816,1,TA,Typ,missing,Detchd,210.0,N,168,0,112,0,0,2006,11.59910316121128,0,0,0,0,0,0,0,0,0
802,20,RL,78.0,11645,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,Gable,VinylSd,76.0,Gd,TA,PConc,Gd,GLQ,Unf,1498.0,Ex,Y,1498,1,Gd,Typ,Gd,Attchd,844.0,Y,144,98,0,0,0,2009,12.375815420117268,0,0,0,1,0,1,1,1,0
2192,60,RL,68.253174,9303,Lvl,Corner,Timber,Norm,1Fam,2Story,6,5,Hip,VinylSd,42.0,Gd,TA,PConc,No,ALQ,Unf,872.0,Ex,Y,1756,1,TA,Typ,missing,Attchd,422.0,Y,144,122,0,0,0,2007,12.225875272826354,0,0,0,1,0,1,0,0,0
2180,80,RL,68.253174,8750,Lvl,Inside,Mitchel,Norm,1Fam,Sep,7,6,Gable,Plywood,50.0,TA,TA,CBlock,Av,Rec,GLQ,852.0,TA,Y,918,0,TA,Typ,missing,Attchd,360.0,Y,192,84,0,0,0,2007,11.904967552746252,1,0,0,1,0,1,1,0,0
1940,20,RM,52.0,8626,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,6,Gable,MetalSd,1.0,TA,TA,CBlock,missing,missing,missing,0.0,Gd,Y,968,1,TA,Typ,missing,Attchd,331.0,Y,0,0,0,0,0,2007,11.556942350387002,1,1,0,1,0,1,0,1,0
1882,70,RL,113.0,21281,Lvl,Inside,NAmes,Norm,1Fam,2Story,5,4,Gable,Wd Sdng,0.0,TA,TA,BrkTil,No,Unf,Unf,666.0,Gd,Y,3086,1,Gd,Min1,missing,BuiltIn,1200.0,Y,0,208,290,156,0,2007,12.616856915115939,0,1,0,1,0,1,0,1,0
701,30,RL,68.253174,6615,Lvl,Inside,BrkSide,Norm,1Fam,1Story,6,6,Gable,MetalSd,0.0,TA,TA,BrkTil,No,Unf,Unf,1022.0,TA,N,1432,1,Gd,Typ,Gd,BuiltIn,216.0,Y,266,61,0,0,0,2009,11.911701584927597,0,0,0,1,0,0,0,1,0
485,20,RL,74.0,9612,Lvl,Inside,Somerst,Street,1Fam,1Story,8,5,Gable,VinylSd,72.0,Gd,TA,PConc,No,Unf,Unf,1468.0,Ex,Y,1468,1,Gd,Typ,Gd,Attchd,898.0,Y,210,150,0,0,0,2009,12.407379502235209,0,0,0,1,1,1,1,1,0
807,20,RL,65.0,9757,Low,Inside,CollgCr,Norm,1Fam,1Story,5,7,Gable,VinylSd,0.0,TA,Gd,PConc,No,ALQ,Unf,990.0,Ex,Y,990,1,TA,Typ,missing,Attchd,440.0,Y,66,0,0,92,0,2009,11.870599909242044,1,0,0,1,0,1,0,1,0
1294,50,RM,50.0,6000,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,7,Gable,Wd Sdng,0.0,TA,Gd,BrkTil,No,Rec,LwQ,825.0,Ex,Y,1497,1,TA,Typ,missing,Detchd,672.0,Y,272,0,0,0,0,2008,11.964001084330445,0,0,0,1,0,1,0,1,0
1642,20,RL,98.0,11428,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,Gable,VinylSd,248.0,Gd,TA,PConc,No,Unf,Unf,1626.0,Ex,Y,1634,1,Gd,Typ,Gd,Attchd,866.0,Y,0,44,0,0,0,2007,12.429216196844383,1,0,0,1,0,1,1,0,0
1631,20,RL,91.0,11825,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,Gable,CemntBd,302.0,Gd,TA,PConc,Mn,Unf,Unf,1694.0,Ex,Y,1694,1,Gd,Typ,Gd,Attchd,856.0,Y,0,112,0,0,0,2007,12.68354828961461,0,0,0,1,1,1,1,1,0
337,80,RL,68.253174,8530,Lvl,Inside,Gilbert,Norm,1Fam,Sep,7,5,Gable,HdBoard,22.0,TA,TA,PConc,No,Unf,Unf,384.0,Gd,Y,1474,1,TA,Typ,TA,BuiltIn,400.0,Y,120,72,0,0,700,2009,12.034691028774553,0,0,0,1,0,1,0,0,0
2433,120,RL,68.253174,3760,Lvl,CulDSac,Greens,Norm,Twnhs,1Story,8,5,Gable,Wd Sdng,0.0,Gd,TA,CBlock,Gd,GLQ,LwQ,1235.0,Gd,Y,1235,1,TA,Typ,TA,Attchd,484.0,Y,133,78,0,0,0,2006,12.273731294003989,1,0,0,1,0,1,0,0,0
1483,50,RL,68.253174,11700,HLS,Inside,Crawfor,Norm,1Fam,1.5Fin,5,6,Gable,WdShing,0.0,TA,TA,CBlock,No,BLQ,Unf,942.0,Ex,Y,1938,1,Gd,Min2,Gd,Detchd,240.0,Y,0,40,0,0,0,2008,12.196022309676673,0,0,0,1,0,1,0,0,0
196,90,RM,110.0,8472,Bnk,Corner,IDOTRR,RRn,Duplex,1Story,5,5,Gable,Wd Sdng,0.0,Fa,TA,CBlock,Gd,LwQ,GLQ,816.0,TA,N,816,1,TA,Typ,missing,Other,516.0,Y,106,0,0,0,0,2010,11.608235644774552,1,0,0,1,0,1,0,0,0
1475,70,RL,63.0,15576,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,7,Gable,Wd Sdng,0.0,TA,TA,BrkTil,No,Unf,Unf,840.0,Ex,Y,1680,1,TA,Typ,missing,Attchd,308.0,Y,0,0,160,0,0,2008,12.083905011555967,0,0,0,1,0,1,0,1,0
2127,30,RL,54.0,7223,Lvl,Inside,Crawfor,Norm,1Fam,1Story,5,5,Hip,Stucco,0.0,TA,TA,PConc,Mn,BLQ,Unf,1290.0,TA,Y,1422,1,TA,Typ,missing,Detchd,352.0,Y,0,0,64,0,0,2007,11.824079893607152,0,0,0,1,0,1,0,1,0
1261,20,RM,50.0,6000,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,Hip,BrkFace,0.0,TA,TA,CBlock,No,Rec,Unf,928.0,Gd,Y,928,1,TA,Typ,missing,Attchd,288.0,Y,0,0,0,0,0,2008,11.630708500626612,1,0,0,1,0,0,0,1,0
1324,50,RM,60.0,5586,Bnk,Inside,OldTown,Street,1Fam,1.5Fin,6,7,Gable,MetalSd,0.0,TA,TA,BrkTil,No,Unf,Unf,901.0,Gd,Y,1198,1,TA,Typ,missing,Other,0.0,N,0,98,0,0,0,2008,11.288531131754366,0,0,0,0,0,1,0,0,0
1942,40,RL,55.0,6854,Bnk,Inside,BrkSide,Norm,1Fam,1Story,5,7,Gable,MetalSd,0.0,TA,Gd,PConc,No,LwQ,Rec,756.0,TA,N,1060,1,TA,Mod,Gd,Detchd,308.0,Y,0,65,0,150,0,2007,11.824079893607152,0,0,0,1,0,0,0,1,0
1874,50,RL,55.0,7150,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,4,4,Gable,MetalSd,0.0,TA,TA,PConc,No,Rec,Unf,1190.0,Gd,Y,1540,1,Fa,Typ,missing,Detchd,352.0,Y,0,0,0,0,0,2007,11.652687407345388,1,0,0,1,0,1,0,1,0
1763,20,RL,84.0,7476,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,7,Gable,HdBoard,0.0,TA,TA,CBlock,No,Rec,Unf,1040.0,TA,Y,1040,1,TA,Typ,missing,Detchd,686.0,Y,188,0,0,0,0,2007,11.884489021402711,1,0,0,1,0,1,0,1,0
330,20,RL,74.0,13008,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,Gable,MetalSd,0.0,TA,TA,CBlock,No,Rec,Unf,882.0,TA,Y,882,1,TA,Typ,missing,Attchd,502.0,Y,0,0,0,0,0,2009,11.732060994886899,1,1,0,1,0,1,0,0,0
710,45,RM,50.0,6000,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,6,7,Gable,Wd Sdng,0.0,Gd,TA,PConc,No,Unf,Unf,884.0,Gd,Y,904,1,TA,Typ,missing,Detchd,180.0,Y,0,0,105,0,0,2009,11.686878772093667,0,0,0,1,0,1,0,1,0
2104,20,RL,80.0,8240,Lvl,Inside,Edwards,Norm,1Fam,1Story,6,6,Hip,HdBoard,198.0,TA,TA,CBlock,No,Unf,Unf,1179.0,Gd,Y,1179,1,TA,Min2,missing,Attchd,622.0,P,0,0,0,0,0,2007,11.608235644774552,1,0,0,1,0,1,1,1,0
1875,20,RL,70.0,8400,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,5,Gable,MetalSd,0.0,TA,Gd,CBlock,No,BLQ,Unf,923.0,TA,Y,925,1,TA,Typ,TA,Attchd,390.0,Y,81,0,0,0,0,2007,11.66907414746016,1,0,0,1,0,1,0,1,0
1806,20,RL,80.0,9547,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,6,Gable,VinylSd,112.0,TA,TA,PConc,No,Unf,Unf,1594.0,Ex,Y,1594,1,Gd,Typ,TA,Attchd,472.0,Y,190,80,0,0,0,2007,12.146853285870202,1,0,0,1,0,1,0,1,0
1043,120,RL,68.253174,3940,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,Gable,VinylSd,143.0,Gd,TA,PConc,Gd,GLQ,Unf,1415.0,Ex,Y,1455,1,Gd,Typ,TA,Attchd,644.0,Y,156,20,0,144,0,2008,12.180754837545884,1,0,0,1,0,1,0,1,0
1232,50,RL,60.0,8064,Lvl,Inside,NAmes,Street,1Fam,1.5Fin,6,6,Gable,Wd Sdng,0.0,TA,TA,CBlock,No,ALQ,Unf,768.0,Ex,Y,1320,1,TA,Typ,missing,Detchd,576.0,Y,108,0,0,0,0,2008,11.835008964139341,0,0,0,1,0,1,0,1,0
938,20,RL,75.0,12518,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,7,Gable,HdBoard,182.0,TA,TA,CBlock,No,ALQ,Unf,1008.0,Gd,Y,1008,1,Gd,Typ,missing,Attchd,384.0,Y,144,0,0,0,0,2009,11.845819880243557,1,0,0,1,0,1,0,0,0
232,20,RL,68.253174,11200,Lvl,CulDSac,Edwards,Norm,1Fam,1Story,5,3,Gable,Wd Sdng,0.0,TA,Fa,CBlock,Mn,Unf,Unf,1250.0,Ex,Y,1298,1,TA,Typ,missing,Detchd,504.0,N,0,144,0,0,0,2010,11.643953727376633,1,0,0,0,0,1,0,0,0
2203,20,RL,70.0,8402,Lvl,Inside,Mitchel,Street,1Fam,1Story,5,5,Gable,VinylSd,0.0,TA,TA,PConc,No,ALQ,Unf,1120.0,Ex,Y,1120,1,TA,Typ,missing,Other,0.0,Y,0,30,0,0,0,2007,11.898187865760873,1,0,0,0,1,1,0,1,0
904,160,RM,24.0,1612,Lvl,Inside,Blueste,Norm,Twnhs,2Story,6,6,Gable,MetalSd,0.0,TA,TA,CBlock,No,Unf,Unf,561.0,TA,Y,1229,1,TA,Typ,TA,Attchd,462.0,Y,154,0,0,0,0,2009,11.703545824578878,1,0,0,1,0,1,0,1,0
304,20,RL,88.0,11896,Lvl,Corner,Timber,Norm,1Fam,1Story,7,5,Gable,VinylSd,60.0,Gd,TA,PConc,No,GLQ,Unf,1336.0,Ex,Y,1346,1,Gd,Typ,TA,Attchd,660.0,Y,100,48,0,0,0,2010,12.301382825334498,1,0,0,1,0,1,1,0,0
908,20,RL,68.253174,21695,Lvl,Corner,Crawfor,Norm,1Fam,1Story,6,9,Hip,Wd Sdng,260.0,Gd,Gd,CBlock,No,GLQ,Unf,880.0,Ex,Y,1680,1,Gd,Typ,Gd,Attchd,540.0,Y,292,44,0,0,0,2009,12.310432660854417,0,0,0,1,0,1,0,0,0
2763,50,RL,86.0,11500,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,7,7,Gable,BrkFace,0.0,Gd,TA,CBlock,No,Rec,Unf,1017.0,Gd,Y,2057,1,Gd,Typ,Gd,Attchd,180.0,Y,0,0,0,322,0,2006,12.429216196844383,0,0,0,1,0,1,0,0,0
1265,190,RM,69.0,9142,Lvl,Inside,OldTown,Norm,2fmCon,2Story,5,5,Gable,MetalSd,0.0,TA,Fa,BrkTil,No,Unf,Unf,797.0,TA,N,1627,2,TA,Typ,missing,Detchd,420.0,N,192,0,60,0,0,2008,11.845819880243557,0,0,0,0,0,0,0,1,0
503,60,FV,85.0,10574,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,Gable,VinylSd,0.0,Gd,TA,PConc,Mn,Unf,Unf,1082.0,Ex,Y,1953,1,Gd,Typ,Gd,Attchd,1043.0,Y,160,50,0,0,0,2009,12.437184366493561,0,0,0,1,0,1,0,1,0
764,30,RL,50.0,9340,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,6,Hip,MetalSd,0.0,TA,TA,CBlock,No,Rec,Unf,672.0,TA,Y,672,1,TA,Typ,missing,Attchd,234.0,N,0,113,0,0,0,2009,11.635143097694478,0,0,0,1,0,1,0,1,0
1563,60,RL,68.253174,13869,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,6,Gable,VinylSd,0.0,TA,TA,PConc,Av,GLQ,Unf,794.0,Gd,Y,1470,1,TA,Typ,missing,Attchd,388.0,Y,0,75,0,0,0,2007,12.083905011555967,1,0,0,1,0,1,0,0,0
2076,20,RL,80.0,10386,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,Gable,CemntBd,246.0,Gd,TA,PConc,No,GLQ,Unf,2000.0,Ex,Y,2000,1,Gd,Typ,missing,Attchd,888.0,Y,168,0,0,0,0,2007,12.631013530138995,0,0,0,1,0,1,1,1,0
1250,50,RM,63.0,11426,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,7,5,Gable,VinylSd,0.0,TA,TA,PConc,No,Unf,Unf,1362.0,Ex,Y,2082,1,Gd,Mod,missing,Detchd,484.0,N,280,238,0,0,0,2008,12.206072645530174,1,0,0,1,0,1,0,1,0
2150,70,RL,75.0,13125,Lvl,Inside,Crawfor,Norm,1Fam,2Story,7,6,Gable,Wd Sdng,0.0,TA,TA,CBlock,No,BLQ,Unf,800.0,TA,Y,1740,1,TA,Typ,Gd,Attchd,240.0,Y,0,0,0,0,0,2007,12.299107511497363,0,0,0,1,0,1,0,1,0
901,20,RL,100.0,17500,Bnk,Corner,Crawfor,Pos,1Fam,1Story,6,5,Gable,HdBoard,420.0,TA,TA,PConc,Av,LwQ,BLQ,1310.0,Ex,Y,1906,1,TA,Typ,Gd,Other,576.0,Y,0,201,0,0,0,2009,12.319401330837177,1,0,0,1,0,1,1,1,0
2597,50,RM,59.0,5310,Lvl,Corner,OldTown,Street,1Fam,1.5Fin,6,8,Hip,VinylSd,0.0,TA,Gd,CBlock,No,Unf,Unf,485.0,Gd,Y,1635,1,Gd,Typ,missing,Attchd,255.0,Y,394,0,0,0,0,2006,11.669929213779893,0,1,0,1,0,1,0,1,0
734,90,RL,60.0,10800,Lvl,Inside,Edwards,Norm,Duplex,1Story,5,5,Gable,Plywood,0.0,TA,TA,CBlock,Gd,GLQ,Unf,1200.0,TA,Y,1200,1,TA,Typ,missing,Other,0.0,Y,120,0,0,0,0,2009,12.095141084822892,0,0,0,0,0,1,0,1,0
2213,180,RM,21.0,1936,Lvl,Inside,MeadowV,Norm,Twnhs,Sep,4,6,Gable,CemntBd,0.0,TA,TA,CBlock,Av,BLQ,GLQ,630.0,Gd,Y,630,1,TA,Typ,missing,Other,0.0,Y,0,0,0,0,0,2007,11.344506813345266,1,0,0,0,0,1,0,1,0
2123,20,RL,60.0,8190,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,6,Hip,Wd Sdng,0.0,TA,TA,CBlock,No,Rec,Unf,948.0,Ex,Y,948,1,TA,Typ,TA,Detchd,280.0,Y,0,36,0,0,0,2007,11.686878772093667,1,0,0,1,0,1,0,1,0
1695,60,RL,63.0,7875,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,Gable,VinylSd,16.0,Gd,TA,PConc,No,Unf,Unf,847.0,Ex,Y,1948,1,Gd,Typ,Gd,BuiltIn,434.0,Y,0,48,0,0,0,2007,12.259613412458204,1,0,0,1,0,1,0,1,0
705,50,RM,50.0,6000,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,4,6,Gable,MetalSd,0.0,TA,TA,BrkTil,No,BLQ,Unf,672.0,TA,Y,1324,1,TA,Typ,missing,Detchd,240.0,Y,0,0,0,0,0,2009,11.759785542901755,0,0,0,1,0,1,0,1,0
2789,90,RL,78.0,10530,Lvl,Inside,Mitchel,Norm,Duplex,Sep,6,5,Gable,Plywood,90.0,TA,TA,CBlock,Gd,GLQ,Unf,975.0,TA,Y,1004,1,TA,Typ,missing,Attchd,504.0,Y,0,0,0,0,0,2006,11.813030057420567,1,0,0,1,0,1,0,1,0
335,80,RL,60.0,8400,Lvl,Inside,Gilbert,Norm,1Fam,Sep,7,5,Gable,HdBoard,32.0,TA,TA,PConc,No,GLQ,Unf,384.0,Gd,Y,1628,1,TA,Typ,TA,BuiltIn,390.0,Y,48,72,0,0,490,2009,12.14950229404178,0,0,0,1,0,1,0,1,0
1982,50,RL,138.0,18030,Bnk,Inside,ClearCr,Norm,1Fam,1.5Fin,5,6,Gable,MetalSd,0.0,TA,TA,CBlock,No,Rec,BLQ,1598.0,TA,Y,3086,1,Ex,Maj1,Gd,Other,0.0,Y,122,0,0,0,0,2007,12.20856952572876,0,0,0,0,0,1,0,0,0
1460,50,RL,59.0,16466,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,Gable,MetalSd,0.0,TA,Gd,PConc,No,Unf,Unf,816.0,TA,Y,1393,1,TA,Typ,missing,Attchd,300.0,Y,121,0,0,265,0,2008,11.816726919301892,1,0,0,1,0,1,0,0,0
2032,20,RL,93.0,10481,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,Hip,CemntBd,0.0,Gd,TA,PConc,Av,Unf,Unf,2140.0,Ex,Y,2140,1,Gd,Typ,missing,Attchd,894.0,Y,136,32,0,0,0,2007,12.793859310432293,0,0,0,1,1,1,0,0,0
1856,20,RL,70.0,8176,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,Gable,Wd Sdng,0.0,TA,TA,CBlock,No,Rec,Unf,1056.0,Fa,Y,1056,1,TA,Typ,missing,Attchd,308.0,Y,0,0,0,0,0,2007,11.842229212112828,0,0,0,1,0,1,0,1,0
2131,70,RL,53.0,6720,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,7,Gable,VinylSd,0.0,TA,TA,BrkTil,No,Unf,Unf,585.0,TA,N,1436,1,TA,Typ,Gd,Detchd,228.0,Y,184,0,0,0,0,2007,11.86005499606543,0,0,0,1,0,1,0,1,0
664,20,RL,60.0,6600,Lvl,Inside,NAmes,Pos,1Fam,1Story,5,5,Hip,MetalSd,0.0,TA,TA,CBlock,No,Unf,Unf,894.0,Gd,N,894,1,TA,Typ,missing,Detchd,308.0,Y,0,0,0,0,0,2009,11.603679828238693,1,0,0,1,0,1,0,1,0
774,20,RL,90.0,14684,Lvl,CulDSac,SawyerW,Norm,1Fam,1Story,7,7,Hip,HdBoard,234.0,Gd,TA,CBlock,Mn,ALQ,BLQ,2158.0,Gd,Y,2196,1,Gd,Typ,TA,Attchd,701.0,Y,84,70,0,0,0,2009,12.513189630620563,0,0,0,1,0,1,0,0,0
2416,60,RL,68.253174,14541,Lvl,Corner,NoRidge,Norm,1Fam,2Story,8,7,Gable,MetalSd,0.0,Gd,Gd,PConc,No,GLQ,Unf,1338.0,Ex,Y,2520,1,Gd,Typ,TA,Attchd,796.0,Y,209,55,0,0,0,2006,12.644327576461329,1,0,0,1,0,1,0,0,0
1264,75,RM,87.0,18386,Lvl,Inside,OldTown,Norm,1Fam,2.5Fin,7,9,Gable,CemntBd,0.0,TA,TA,BrkTil,No,Unf,Unf,1470.0,Ex,Y,3493,1,Gd,Typ,Ex,Attchd,870.0,Y,302,0,0,0,0,2008,12.594730635321957,0,0,0,1,0,1,0,1,0
1653,60,RL,110.0,14277,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,Gable,VinylSd,280.0,Gd,TA,PConc,Mn,GLQ,Unf,1317.0,Ex,Y,2385,1,Gd,Typ,Gd,Attchd,818.0,Y,192,228,0,0,0,2007,12.765688433465597,1,0,0,1,0,1,0,1,0
360,20,RL,85.0,11900,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,5,Hip,Plywood,209.0,TA,Gd,CBlock,No,ALQ,Unf,1386.0,TA,Y,1411,1,TA,Typ,TA,Attchd,544.0,Y,192,0,0,0,0,2009,11.320553572322773,1,0,0,1,0,1,0,1,0
2154,20,RL,68.253174,17871,Lvl,Inside,Crawfor,Norm,1Fam,1Story,4,5,Gable,VinylSd,0.0,TA,TA,PConc,No,Unf,Unf,1680.0,Gd,Y,1680,1,Gd,Typ,missing,Attchd,628.0,Y,152,0,0,0,0,2007,12.043553716032399,0,0,0,1,0,1,0,0,0
1035,120,RL,62.0,12677,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,8,5,Hip,MetalSd,472.0,Ex,TA,PConc,Gd,GLQ,Unf,1518.0,Ex,Y,1518,1,Ex,Typ,Gd,Attchd,588.0,Y,185,140,0,0,0,2008,12.520883385370206,0,0,0,1,0,1,0,0,0
2658,20,RL,73.0,8990,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,Mn,Unf,Unf,1498.0,Ex,Y,1498,1,Gd,Typ,missing,Attchd,675.0,Y,351,33,0,0,0,2006,12.230277334226992,1,0,0,1,1,1,0,0,0
1384,60,RL,79.0,12798,HLS,Inside,ClearCr,Street,1Fam,2Story,6,5,Gable,VinylSd,0.0,TA,TA,PConc,Gd,GLQ,Unf,616.0,Gd,Y,1688,1,Gd,Typ,missing,Attchd,603.0,Y,403,114,185,0,400,2008,12.206072645530174,1,0,0,1,0,1,0,0,0
991,20,RL,68.253174,15611,Lvl,Corner,NWAmes,Norm,1Fam,1Story,5,6,Gable,VinylSd,0.0,TA,TA,PConc,Av,ALQ,LwQ,1126.0,TA,Y,1126,1,Ex,Typ,missing,Attchd,540.0,Y,180,0,0,0,0,2008,12.072541252905651,1,0,0,1,0,1,0,0,0
1870,20,RL,68.0,7942,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,7,Hip,Wd Sdng,0.0,TA,TA,CBlock,No,Rec,ALQ,1040.0,TA,Y,1040,1,TA,Typ,missing,Attchd,293.0,Y,0,0,0,0,0,2007,11.820410164718188,1,0,0,1,0,0,0,1,0
438,20,RL,117.0,15262,Lvl,Corner,NridgHt,Norm,1Fam,1Story,8,5,Hip,VinylSd,470.0,Gd,TA,PConc,Gd,GLQ,Unf,2200.0,Ex,Y,2200,1,Ex,Typ,Gd,Attchd,685.0,Y,208,55,0,0,0,2009,12.854483932248728,0,0,0,1,0,1,0,0,0
584,60,RL,68.253174,8970,Lvl,Corner,NAmes,Norm,1Fam,2Story,5,6,Gable,MetalSd,0.0,TA,Gd,CBlock,No,ALQ,Unf,744.0,TA,Y,2140,1,TA,Typ,TA,Attchd,549.0,Y,0,40,264,0,0,2009,12.086725887897607,1,0,0,1,0,1,0,0,0
2269,60,RL,81.0,10530,Lvl,Inside,NWAmes,Pos,1Fam,2Story,7,5,Gable,Plywood,68.0,TA,TA,CBlock,No,Unf,Unf,945.0,TA,Y,1857,1,TA,Typ,TA,Attchd,482.0,Y,400,105,0,0,0,2006,12.1489730534896,1,0,0,1,0,1,0,1,0
1258,20,RM,100.0,12000,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,7,Gable,MetalSd,0.0,TA,TA,CBlock,No,GLQ,ALQ,924.0,Ex,Y,1122,1,Gd,Typ,missing,Attchd,528.0,Y,0,36,0,0,0,2008,11.898187865760873,0,0,0,1,0,1,0,1,0
501,60,FV,85.0,11003,Lvl,Inside,Somerst,Norm,1Fam,2Story,10,5,Gable,VinylSd,160.0,Ex,TA,PConc,Av,GLQ,Unf,1017.0,Ex,Y,2007,1,Ex,Typ,Ex,Attchd,812.0,Y,168,52,0,0,0,2009,12.644327576461329,1,0,0,1,0,1,1,1,0
1132,120,FV,42.0,4385,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,9,5,Gable,VinylSd,0.0,Gd,TA,PConc,Av,GLQ,Unf,1419.0,Ex,Y,1419,1,Ex,Typ,TA,Attchd,588.0,Y,155,58,0,0,0,2008,12.577636201962656,1,0,0,1,0,1,0,0,0
822,20,RL,75.0,11166,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,180.0,Gd,TA,PConc,Mn,GLQ,Unf,1492.0,Ex,Y,1492,1,Gd,Typ,TA,Attchd,608.0,Y,0,114,0,168,0,2009,12.211060187041213,1,0,0,1,0,1,0,1,0
2292,120,RL,53.0,4043,Lvl,Inside,NPkVill,Norm,TwnhsE,1Story,6,5,Gable,Plywood,0.0,TA,TA,CBlock,No,ALQ,BLQ,1069.0,Gd,Y,1069,1,TA,Typ,Po,Attchd,440.0,Y,0,55,0,225,0,2006,11.893414587008216,1,0,1,1,0,1,0,1,0
2106,80,RL,65.0,6285,Lvl,Inside,Edwards,Norm,1Fam,Sep,6,6,Gable,HdBoard,0.0,TA,Fa,CBlock,Av,GLQ,Unf,960.0,TA,Y,1044,1,TA,Typ,Fa,Detchd,528.0,Y,228,0,0,0,0,2007,11.801856756822442,1,0,1,0,0,1,0,1,0
2676,20,RL,79.0,9236,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,Gable,VinylSd,0.0,TA,Gd,PConc,Gd,GLQ,Unf,1479.0,Ex,Y,1494,1,Gd,Typ,missing,Attchd,576.0,Y,168,27,0,0,0,2006,12.287652632522597,1,0,0,1,0,1,0,0,0
1946,50,RM,50.0,6125,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,7,Gable,MetalSd,0.0,TA,Gd,CBlock,No,Rec,Unf,728.0,Ex,Y,1274,1,TA,Typ,missing,Detchd,224.0,Y,0,0,192,0,0,2007,11.813030057420567,0,0,0,1,0,1,0,1,0
2439,60,RL,90.0,11700,Lvl,Corner,NWAmes,Norm,1Fam,2Story,6,6,Gable,HdBoard,420.0,TA,TA,CBlock,No,ALQ,Unf,708.0,Gd,Y,1416,1,TA,Typ,TA,Attchd,776.0,Y,0,169,0,119,0,2006,12.100156419938624,1,0,0,1,0,1,0,1,0
2257,60,RL,66.0,13682,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,10,5,Hip,VinylSd,1031.0,Ex,TA,PConc,Gd,Unf,Unf,1410.0,Ex,Y,2945,1,Gd,Typ,Gd,BuiltIn,641.0,Y,192,0,37,0,0,2006,12.991753427493052,1,0,0,1,1,1,0,0,0
